marker_accession	marker_type_name	chr_id	chr_pos	p_value	pubmed_id	author	journal	pubmed_link	study	allele	trait	gene	or_per_copy	platform	ci_95	chr_location	initial_size	replicate_size	merged	cur_snp_id	snp_gene_symbols	snp_gene_ids	snp_gene_validated
4805834	SNP	19	33453658	5e-11	20383145	Chambers JC	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20383145	Genetic loci influencing kidney function and chronic kidney disease.	A	Creatinine levels	SLC7A9	1	Affymetrix, Illumina and Perlegen [~2.6 Million] (imputed)	[0.7-1.3] % decrease	19q13.11	23,812 European descent individuals	16,626 European individuals	0	4805834	CCDC123	84902	1
10411210	SNP	19	33532299	5e-09	19011631	Houlston RS	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19011631?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Meta-analysis of genome-wide association data identifies four new susceptibility loci for colorectal cancer.	C	Colorectal cancer	RHPN2	1.15	Illumina[up to 548,586]	[1.10-1.20]	19q13.11	1,902 cases,1,929 controls	4,878 cases,4,914 controls	0	10411210	RHPN2	85415	1
8106493	SNP	19	33713927	5e-06	22589738	Fox CS	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22589738	Genome-wide association for abdominal subcutaneous and visceral adipose reveals a novel locus for visceral fat in women.	T	Visceral adipose tissue/subcutaneous adipose tissue ratio	SLC7A10		Affymetrix &amp; Illumina [2.5 million] (imputed)			5,560 European ancestry women and 4,997 European ancestry men		0	8106493	SLC7A10	56301	1
8106493	SNP	19	33713927	1e-06	22589738	Fox CS	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22589738	Genome-wide association for abdominal subcutaneous and visceral adipose reveals a novel locus for visceral fat in women.	T	Visceral adipose tissue adjusted for BMI	SLC7A10		Affymetrix &amp; Illumina [2.5 million] (imputed)			5,560 European ancestry women and 4,997 European ancestry men		0	8106493	SLC7A10	56301	1
10500264	SNP	19	33750313	4e-10	19915574	Imielinski M	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19915574?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&amp;ordinalpos=1	Common variants at five new loci associated with early-onset inflammatory bowel disease.	?	Inflammatory bowel disease (early onset)	Intergenic	1.21	Illumina [~500,000]	[1.11-1.31]	19q13.11	2,413 European ancestry cases, 6,158 European ancestry controls	1,013 European ancestry cases, 5,805 European ancestry controls	0	10500264			
736289	SNP	19	33757061	9e-09	21102463	Franke A	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21102463	Genome-wide meta-analysis increases to 71 the number of confirmed Crohn&#39;s disease susceptibility loci.	T	Crohn&#39;s disease	intergenic	1.06	Affymetrix &amp; Illumina [953,241] (imputed)	[1.02-1.11]		6,333 European ancestry cases, 15,056 European ancestry controls	15,694 European ancestry cases, 14,026 European ancestry controls, 414 European ancestry parent-offspring trios	0	736289			
3786897	SNP	19	33893007	1e-08	22158537	Cho YS	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22158537	Meta-analysis of genome-wide association studies identifies eight new loci for type 2 diabetes in east Asians.	A	Type 2 diabetes	PEPD	1.1	Affymetrix &amp; Illumina [2,626,356](imputed)	[1.07?1.14]		4,026 Chinese ancestry cases, 1,042 Korean ancestry cases, 794 Malaysian ancestry cases, 931 Japanese ancestry cases, 159 Filipino ancestry cases, 4,654 Chinese ancestry controls, 2,943 Korean ancestry controls, 1,240 Malaysian ancestry controls, 1,404 Japanese ancestry controls, 1,624 Filipino ancestry controls.	9,723 Japanese ancestry cases, 1,815 Korean ancestry cases, 6,589 Chinese ancestry cases, 8,974 Japanese ancestry controls, 2,066 Korean ancestry controls, Chinese ancestry controls.	0	3786897	PEPD	5184	1
731839	SNP	19	33899064	8e-12	22479202	Dastani Z	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22479202	Novel loci for adiponectin levels and their influence on type 2 diabetes and metabolic traits: a multi-ethnic meta-analysis of 45,891 individuals.	G	Adiponectin levels	PEPD	0.03	Affymetrix &amp; Illumina [NR](imputed)	[0.022-0.038] unit decrease		29,347 European ancestry individuals	10,536 European ancestry individuals	0	731839	PEPD	5184	1
4805885	SNP	19	33906122	2e-08	22479202	Dastani Z	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22479202	Novel loci for adiponectin levels and their influence on type 2 diabetes and metabolic traits: a multi-ethnic meta-analysis of 45,891 individuals.	T	Adiponectin levels	PEPD	0.03	Affymetrix &amp; Illumina [NR] (imputed)	[0.020-0.040] unit decrease		29,347 European ancestry individuals, 4,232 African American ancestry individuals, 1,776 Filipino  individuals		0	4805885	PEPD	5184	1
8182584	SNP	19	33909709	9e-08	22581228	Manning AK	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22581228	A genome-wide approach accounting for body mass index identifies genetic variants influencing fasting glycemic traits and insulin resistance.	?	Fasting insulin-related traits (interaction with BMI)	PEPD		Affymetrix &amp; Illumina [~2.4 million] (imputed)			Up to 51,750 European ancestry individuals	Up to 33,823 European ancestry individuals	0	8182584	PEPD	5184	1
4805924	SNP	19	34168272	6e-07	21107309	McClay JL	Neuropsychopharmacology	http://www.ncbi.nlm.nih.gov/pubmed/21107309	Genome-wide pharmacogenomic study of neurocognition as an indicator of antipsychotic treatment response in schizophrenia.	?	Working memory	CHST8		Affymetrix [492,900]		19q13.11	738 schizophrenia cases		0	4805924	CHST8	64377	1
29941	SNP	19	34309531	3e-09	20935630	Speliotes EK	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	G	Body mass index	KCTD15	0.06	Affymetrix, Illumina and Perlegen [~2.8 million] (imputed)	[0.02-0.10] kg/m2 increase	19q13.11	Up to 123,865 European ancestry individuals	Up to 125,931 European ancestry individuals	0	29941			
29941	SNP	19	34309531	7e-12	19079260	Thorleifsson G	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19079260?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Genome-wide association yields new sequence variants at seven loci that associate with measures of obesity.	C	Body mass index	KCTD15, CHST8	4.18	Illumina [305,846]	[2.98-5.38] % SD	19q13.11	80,969 individuals	11,036 individuals	0	29941			
29941	SNP	19	34309531	5e-09	19079260	Thorleifsson G	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19079260?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Genome-wide association yields new sequence variants at seven loci that associate with measures of obesity.	C	Weight	KCTD15, CHST8	3.73	Illumina [305,846]	[2.48-4.98] % SD	19q13.11	80,969 individuals	11,036 individuals	0	29941			
11084753	SNP	19	34322136	2e-08	19079261	Willer CJ	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19079261?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Six new loci associated with body mass index highlight a neuronal influence on body weight regulation.	G	Body mass index	KCTD15	0.06	Illumina and Affymetrix[2,399,588](imputed)	[-0.01-0.13] kg/m2 increase	19q13.11	32,387 individuals	59,092 individuals	0	11084753			
10407640	SNP	19	34766587	7e-06	20215924	Liu X	J Am Acad Child Adolesc Psychiatry	http://www.ncbi.nlm.nih.gov/pubmed/20215924	A genome-wide association study of amygdala activation in youths with and without bipolar disorder.	?	Functional MRI	KIAA0355	0.31	Illumina [104,043]		19q13.11	39 adolescents with bipolar disease, 29 unaffected adolescents		0	10407640	KIAA0355	9710	1
16975963	SNP	19	38325535	1e-06	20834067	Yashin AI	Aging (Albany NY)	http://www.ncbi.nlm.nih.gov/pubmed/20834067	Joint influence of small-effect genetic variants on human longevity.	?	Longevity	AC016582.2		[~550,000]			1,173 individuals		0	16975963			
8102476	SNP	19	38735612	2e-11	19767754	Gudmundsson J	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19767754?ordinalpos=2&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Genome-wide association and replication studies identify four variants associated with prostate cancer susceptibility.	C	Prostate cancer	Intergenic	1.12	Illumina [310,520]	[1.08-1.15]	19q13.2	Up to 1,968 Icelandic cases, 35,382 Icelandic controls	Up to 11,806 European descent cases, 12,387 European descent controls	0	8102476			
892055	SNP	19	38912763	5e-06	21182207	Salyakina D	Autism Res	http://www.ncbi.nlm.nih.gov/pubmed/21182207	Variants in several genomic regions associated with asperger disorder.	?	Asperger disorder	ODF3L2		Illumina [439,282]		19q13.2	843 family members		0	892055	RASGRP4	115727	1
472265	SNP	19	39580736	9e-06	21490949	Sim X	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21490949	Transferability of type 2 diabetes implicated loci in multi-ethnic cohorts from Southeast Asia.	G	Type 2 diabetes	FLJ16165	1.39	Illumina [~2,000,000] (imputed)	[1.20-1.61]	19q13.2	2,010 Chinese ancestry cases, 1,945 Chinese ancestry controls, 794 Malaysian ancestry cases, 1,240 Malyasian ancestry controls, 977 Asian Indian ancestry cases, 1,169 Asian Indian ancestry controls		0	472265	PAPL	390928	1
12980275	SNP	19	39731782	5e-17	22497812	Clark PJ	J Viral Hepat	http://www.ncbi.nlm.nih.gov/pubmed/22497812	Interleukin 28B polymorphisms are the only common genetic variants associated with low-density lipoprotein cholesterol (LDL-C) in genotype-1 chronic hepatitis C and determine the association between LDL-C and treatment response.	?	Lipid levels in hepatitis C treatment	IL28B		Illumina [565,759]			1,017 European ancestry cases, 207 African American ancestry cases, 95 Hispanic cases		0	12980275			
12979860	SNP	19	39738786	1e-28	19684573	Ge D	Nature	http://www.ncbi.nlm.nih.gov/pubmed/19684573	Genetic variation in IL28B predicts hepatitis C treatment-induced viral clearance.	C	Response to hepatitis C treatment	IL28B	2	Illumina [565,759]	[1.8-2.3] (European-Americans)	19q13.2	871 European ancestry, 191 African American, and 75 Hispanic ancestry individuals		0	12979860			
8099917	SNP	19	39743164	9e-09	19749758	Suppiah V	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19749758?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	IL28B is associated with response to chronic hepatitis C interferon-alpha and ribavirin therapy.	G	Response to hepatitis C treatment	IL28A, IL28B	1.98	Illumina [311,159]	[1.57-2.52]	19q13.2	131 European ancestry responders, 162 European ancestry non-responders	261 European responders, 294 European non-responders	0	8099917			
8099917	SNP	19	39743164	3e-32	19749757	Tanaka Y	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19749757?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Genome-wide association of IL28B with response to pegylated interferon-alpha and ribavirin therapy for chronic hepatitis C.	G	Response to hepatitis C treatment	IL28B	27.1	Affymetrix [621,220]	[14.6-50.3]	19q13.2	72 Japanese responders, 82 Japanese non-responders	122 Japanese responders, 50 Japanese non-responders	0	8099917			
8099917	SNP	19	39743164	6e-09	20060832	Rauch A	Gastroenterology	http://www.ncbi.nlm.nih.gov/pubmed/20060832?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&amp;ordinalpos=4	Genetic variation in IL28B is associated with chronic hepatitis C and treatment failure: a genome-wide association study.	G	Chronic Hepatitis C infection	IL28B, IL28A, IL29	2.31	Illumina [~500,000]	[1.74-3.06]	19q13.3	1,015 Swiss chronic HCV patients, 347 Swiss spontaneously cleared HCV patients		0	8099917			
8099917	SNP	19	39743164	1e-20	21228123	Ochi H	J Gen Virol	http://www.ncbi.nlm.nih.gov/pubmed/21228123	IL-28B predicts response to chronic hepatitis C therapy--fine-mapping and replication study in Asian populations.	G	Response to hepatitis C treatment	IL28B	3	Illumina [510,537]	[2.4-3.8]	19q13.2	2,028 Japanese cases, 73 Taiwanese cases, 282 Japanese controls		0	8099917			
28493229	SNP	19	41224203	2e-12	22081228	Khor CC	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22081228	Genome-wide association study identifies FCGR2A as a susceptibility locus for Kawasaki disease.	?	Kawasaki disease	ITPKC	1.52	Illumina [494,236]	[1.35-1.70]		405 European ancestry cases, 6,252 European ancestry controls	1815 European ancestry individuals and 405 non-European ancestry individuals from 740 trios, 139 additional discordant European ancestry siblings, 1,028 East Asian ancestry cases, 1,512 East Asian ancestry controls	0	28493229	ADCK4;ITPKC	79934;80271	1
2233152	SNP	19	41281015	4e-10	22446962	Onouchi Y	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22446962	A genome-wide association study identifies three new risk loci for Kawasaki disease.	A	Kawasaki disease	NUMBL,MIA	1.52	Illumina [463,793]	[1.28-1.81]		428 Japanese ancestry cases, 3,379 Japanese ancestry controls	754 Japanese ancestry cases, 947 Japanese ancestry controls	0	2233152	MIA	8190	1
7937	SNP	19	41302705	3e-09	22080838	Cho MH	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/22080838	A genome-wide association study of COPD identifies a susceptibility locus on chromosome 19q13.	?	Chronic obstructive pulmonary disease	RAB4B, EGLN2, CYP2A6	1.37	Illumina [797,983]	[1.20-1.59]		3,499 European ancestry cases, 1,922 European ancestry controls	983 probands, 1,876 siblings	0	7937	RAB4B	53916	1
3733829	SNP	19	41310570	1e-08	20418890	The Tobacco and Genetics Consortium	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20418890	Genome-wide meta-analyses identify multiple loci associated with smoking behavior.	G	Smoking behavior	CYP2A6,EGLN2	0.33	Affymetrix, Illumina and Perlegen [~2.5 million] (imputed)	[0.22-0.44] CPD increase	19q13.2	Up to 74,035 European ancestry individuals	Up to 68,988 participants	0	3733829	EGLN2	112398	1
4105144	SNP	19	41358623	2e-12	20418888	Thorgeirsson TE	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20418888	Sequence variants at CHRNB3-CHRNA6 and CYP2A6 affect smoking behavior.	C	Smoking behavior	CYP2A6,RAB4D	0.39	Affymetrix &amp; Illumina [~2.5 million] (imputed)	[0.27-0.51] CPD increase	19q13.2	31,266 European ancestry individuals	54,731 European descent individuals	0	4105144			
7260329	SNP	19	41521637	6e-06	20418888	Thorgeirsson TE	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20418888	Sequence variants at CHRNB3-CHRNA6 and CYP2A6 affect smoking behavior.	G	Smoking behavior	CYP2B6	0.2	Affymetrix &amp; Illumina [~2.5 million] (imputed)	[0.12-0.28] CPD increase	19q13.2	31,266 European ancestry individuals	54,731 European descent individuals	0	7260329	CYP2B6	1555	1
8105815	SNP	19	41673847	8e-06	22210626	Mead S	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/22210626	Genome-wide association study in multiple human prion diseases suggests genetic risk factors additional to PRNP.	?	Prion diseases		1.39	Illumina [NR] (imputed)			1,281 European ancestry cases, 6,015 European ancestry controls, 290 Papua New Guinea cases, 286 Papua New Guinea controls.		0	8105815			
17318596	SNP	19	41937094	5e-16	20881960	Lango Allen H	Nature	http://www.ncbi.nlm.nih.gov/pubmed/20881960	Hundreds of variants clustered in genomic loci and biological pathways affect human height.	A	Height	ATP5SL	0.03	Affymetrix,  Illumina [2,834,208] (imputed)			133,653 European ancestry individuals	50,074 European ancestry individuals	0	17318596	ATP5SL	55101	1
4803480	SNP	19	42066278	1e-07	21682944	Alkelai A	Int J Neuropsychopharmacol	http://www.ncbi.nlm.nih.gov/pubmed/21682944	DOCK4 and CEACAM21 as novel schizophrenia candidate genes in the Jewish population.	A	Schizophrenia	ATP5SL, CEACAM21		Illumina [311,517]			331 Jewish-Israeli family members	189 Arab-Israeli individuals, 57 Arab-Israeli nuclear families	0	4803480			
8099939	SNP	19	42521107	2e-06	21771265	Yosifova A	Genes Brain Behav	http://www.ncbi.nlm.nih.gov/pubmed/21771265	Genome-wide association study on bipolar disorder in the Bulgarian population.	T	Bipolar disorder	GRIK5	1.95	Illumina [497,732]	[1.43-2.67]		188 Bulgarian cases, 376 Bulgarian controls	122 Bulgarian cases, 328 Bulgarian controls	0	8099939	GRIK5	2901	1
2191566	SNP	19	44511388	4e-07	19684603	Trevino LR	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19684603?ordinalpos=2&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Germline genomic variants associated with childhood acute lymphoblastic leukemia.	G	Acute lymphoblastic leukemia (childhood)	ZNF230	1.52	Affymetrix [307,944]	[1.20-1.70]	19q13.31	317 European descent cases, 17,958 European descent controls		0	2191566	ZNF230	7773	1
2061333	SNP	19	44614207	2e-06	19118814	Beecham GW	Am J Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/19118814?ordinalpos=2&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Genome-wide association study implicates a chromosome 12 risk locus for late-onset Alzheimer disease.	?	Alzheimer&#39;s disease	ZNF224		Illumina [~2.5 million] (imputed)		19q13.31	492 cases, 496 controls	238 cases, 220 controls	0	2061333			
1434579	SNP	19	44932971	4e-06	20694014	Thye T	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20694014	Genome-wide association analyses identifies a susceptibility locus for tuberculosis on chromosome 18q11.2.	?	Tuberculosis		1.46	Affymetrix [&gt;333,754] (imputed)	[1.20-1.70]	19q13.31	921 Ghanaian cases 1,740 Ghanaian controls, 1,316 Gambian cases, 1,382 Gambian controls	1,226 Ghanaian cases, 3,825 Ghanaian controls, 236 Malawian cases, 779 Malawian controls, 332 Ghana parent/child trios and duos	0	1434579	ZNF229	7772	1
644148	SNP	19	44970934	9e-07	18957941	Terracciano A	Mol Psychiatry	http://www.ncbi.nlm.nih.gov/pubmed/18957941?ordinalpos=3&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Genome-wide association scan for five major dimensions of personality.	G	Personality dimensions	ZNF180	0.15	Affymetrix[362,129]		19q13.31	3,972 individuals	3,903 individuals	0	644148	ZNF285B	147711	1
644148	SNP	19	44970934	8e-06	18957941	Terracciano A	Mol Psychiatry	http://www.ncbi.nlm.nih.gov/pubmed/18957941?ordinalpos=3&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Genome-wide association scan for five major dimensions of personality.	G	Personality dimensions	ZNF180	0.14	Affymetrix[362,129]		19q13.31	3,972 individuals	3,903 individuals	0	644148	ZNF285B	147711	1
7255066	SNP	19	45146102	1e-06	21833088	Sawcer S	Nature	http://www.ncbi.nlm.nih.gov/pubmed/21833088	Genetic risk and a primary role for cell-mediated immune mechanisms in multiple sclerosis.	G	Multiple sclerosis	PVR	1.09	Illumina [465,434]	[1.07-1.11]		9,772 European ancestry cases, 16,849 European ancestry controls	4,218 European ancestry cases, 7,296 European ancestry controls	0	7255066	PVR	5817	1
